Character,Line,Tokens
Marshall, months and i just started making love i was not ready to stop for  months,"['months', 'started', 'making', 'love', 'ready', 'stop', 'months']"
Lily,and marshall came to me to spring break and at the last minute ted decided to go with the girl he had just to get back karen,"['marshall', 'came', 'spring', 'break', 'last', 'minute', 'ted', 'decided', 'girl', 'back', 'karen']"
Ted,im so excited youre here,['excited']
Marshall,im so excited to remake love,"['excited', 'remake', 'love']"
Lily,but just before takeoff,['takeoff']
Ted,really because i think i want to tell you the same thing,"['really', 'think', 'want', 'tell', 'thing']"
Lily,and so began the longest  of marshalls life when i went to look for,"['began', 'longest', 'marshalls', 'life', 'went', 'look']"
Marshall, months my balls were blue blue,"['months', 'balls', 'blue', 'blue']"
Lily,it will not surprise you but the rest of the trip was horrible i did a picture of a romantic kiss in front of the eiffel tower i actually had it was just between karen and francis our server yesterday,"['surprise', 'rest', 'trip', 'horrible', 'picture', 'romantic', 'kiss', 'front', 'eiffel', 'tower', 'actually', 'karen', 'francis', 'server', 'yesterday']"
Robin,its terrible my laptop is just fell you me collected mouse mtherfcker i,"['terrible', 'laptop', 'fell', 'collected', 'mouse', 'mtherfcker']"
Robin,wait how you do that you were not even standing,"['wait', 'even', 'standing']"
Barney,the camera loves me much more than that the device i want the unit wants to put on underwear put an al green cd dim the lights and do all the work while i was still lying with closed eyes,"['camera', 'loves', 'much', 'device', 'want', 'unit', 'wants', 'put', 'underwear', 'put', 'al', 'green', 'cd', 'dim', 'lights', 'work', 'still', 'lying', 'closed', 'eyes']"
Ted,i feel sorry for paris and group photos ruined but when youre single you must hope that every girl is good i mean erinirene,"['feel', 'sorry', 'paris', 'group', 'photos', 'ruined', 'single', 'must', 'hope', 'every', 'girl', 'good', 'mean', 'erinirene']"
Lily,emily isabelle,"['emily', 'isabelle']"
Ted,and sarah,['sarah']
Lily,leilani whats your problem,"['leilani', 'whats', 'problem']"
Ted,at the time i thought each of these girls could be good but i have to keep hoping i have no choice,"['time', 'thought', 'girls', 'could', 'good', 'keep', 'hoping', 'choice']"
Lily,here is another more random bitch to my birthday hey baby,"['another', 'random', 'bitch', 'birthday', 'hey', 'baby']"
Lily,the drawer under the oven i can not wait youre the best,"['drawer', 'oven', 'wait', 'best']"
Robin,im sorry ted i agree with lily on this this kind of evening is hard for someone new thats why i have not brought don when i was in japan this guy hot date for our third took me to his brothers wedding now i a complete stranger am on the photo album of the marriage of a japanese couple forever,"['sorry', 'ted', 'agree', 'lily', 'kind', 'evening', 'hard', 'someone', 'new', 'brought', 'japan', 'guy', 'hot', 'date', 'third', 'took', 'brothers', 'wedding', 'complete', 'stranger', 'photo', 'album', 'marriage', 'japanese', 'couple', 'forever']"
Lily,you should listen to robin,"['listen', 'robin']"
Ted,because robin is your best friend,"['robin', 'best', 'friend']"
Lily,right,['right']
Ted,your best friend on earth,"['best', 'friend', 'earth']"
Lily,absolutely,['absolutely']
Marshall,attention lily its a trap,"['attention', 'lily', 'trap']"
Ted,before being your best friend what was she thats it one of my random sluts,"['best', 'friend', 'one', 'random', 'sluts']"
Lily,yes okay ted this bitch has proved some nice but except for bitches not the rule of bitches,"['ted', 'bitch', 'proved', 'nice', 'except', 'bitches', 'rule', 'bitches']"
Robin,im starting to cry,"['starting', 'cry']"
Marshall,it puts an end to all this conversation about the bitchesback to the birthday song barney your part is this shes cute shes cute,"['puts', 'end', 'conversation', 'bitchesback', 'birthday', 'song', 'barney', 'part', 'cute', 'cute']"
Ted,i bring these girls to party because you are important you are my family,"['bring', 'girls', 'party', 'important', 'family']"
Lily,yes we are a family so why these parties can not they be us,"['family', 'parties', 'us']"
Lily,like the time we celebrated the success of marshall to the bar,"['time', 'celebrated', 'success', 'marshall', 'bar']"
Ted,heres the disgusting smelly hippie with whom i go out,"['heres', 'disgusting', 'smelly', 'hippie']"
Ted,i did not say that,['say']
Lily,its as if you had done,['done']
Ted,heres framboise,"['heres', 'framboise']"
Marshall,you must order more food,"['must', 'order', 'food']"
Ted,no raspberry does not eat,"['raspberry', 'eat']"
Lily,let us raise our glasses during the last  years marshall has worked so hard and i am so proud of you,"['let', 'us', 'raise', 'glasses', 'last', 'years', 'marshall', 'worked', 'hard', 'proud']"
Ted,i confess raspberry was a mistake but how would i know,"['confess', 'raspberry', 'mistake', 'know']"
Ted,if this is so important amanda is not in the picture it does not spoil your birthday give him a chance,"['important', 'amanda', 'picture', 'spoil', 'birthday', 'give', 'chance']"
Marshall,look were all friends again now working on the harmonies merry merry lilyversary merry merry lilyversary,"['look', 'friends', 'working', 'harmonies', 'merry', 'merry', 'lilyversary', 'merry', 'merry', 'lilyversary']"
Lily,happy nd birthday lori,"['happy', 'nd', 'birthday', 'lori']"
Marshall,nd does the fcking bomb appeared to have  years or worse she has a mind to call lori,"['nd', 'fcking', 'bomb', 'appeared', 'years', 'worse', 'mind', 'call', 'lori']"
Lily,no marshall it does not matter,"['marshall', 'matter']"
Marshall,if lily is serious get out of this stranger in my house,"['lily', 'serious', 'stranger', 'house']"
Marshall,out,[]
Ted,amanda refuses to return she thinks you hate it marshall you have to go apologize,"['amanda', 'refuses', 'return', 'thinks', 'hate', 'marshall', 'apologize']"
Marshall,youve ruined lilys birthday and you want me to apologize at worst you should apologize,"['ruined', 'lilys', 'birthday', 'want', 'apologize', 'worst', 'apologize']"
Ted,what are you talking,['talking']
Marshall,you bring her girls at our parties and it lets them believe that things are serious after the largues when you you know to whom they turn me i was the cleaning crew of your girlfriends for years,"['bring', 'girls', 'parties', 'lets', 'believe', 'things', 'serious', 'largues', 'know', 'turn', 'cleaning', 'crew', 'girlfriends', 'years']"
Marshall,i had just returned from a marathon to study the law library hi natalie where is ted,"['returned', 'marathon', 'study', 'law', 'library', 'hi', 'natalie', 'ted']"
Marshall,you know what i have not slept for  hours just a few minutes,"['know', 'slept', 'hours', 'minutes']"
Marshall,and at first i was totally sympathetic but damn ted over the years you made me cynical,"['first', 'totally', 'sympathetic', 'damn', 'ted', 'years', 'made', 'cynical']"
Marshall,ill get us something to eat and well talk about it until it is clear,"['ill', 'us', 'something', 'eat', 'talk', 'clear']"
Marshall,me too yeah but you know life goes darling,"['know', 'life', 'goes', 'darling']"
Marshall,shut up,['shut']
Ted,sorry that my search for love has you so upset you know your precious photos might be better if i was not over,"['sorry', 'search', 'love', 'upset', 'know', 'precious', 'photos', 'might', 'better']"
Barney,they would be if marshall was not on it,['marshall']
Marshall,cheap shot low blow,"['cheap', 'shot', 'low', 'blow']"
Ted,you know what these pictures a big lie we ask they are retouched they are what you want but not the reality,"['know', 'pictures', 'big', 'lie', 'ask', 'retouched', 'want', 'reality']"
Lily,this is not true,['true']
Ted,oh look at that one halloween there is  years old you had not played because you wanted to disguise yourself as a penguin,"['look', 'one', 'halloween', 'years', 'old', 'played', 'wanted', 'disguise', 'penguin']"
Marshall,its not that she would not but she said that penguins are zero penguins,"['said', 'penguins', 'zero', 'penguins']"
Ted,and yet youre there smiling as if nothing was wrong completely wrong robins birthday there is  years old robin had a cold and you made him remove his pajamas for the photo,"['yet', 'smiling', 'nothing', 'wrong', 'completely', 'wrong', 'robins', 'birthday', 'years', 'old', 'robin', 'cold', 'made', 'remove', 'pajamas', 'photo']"
Robin,and you got me pinched cheeks very hard for them to be pink,"['pinched', 'cheeks', 'hard', 'pink']"
Lily,yeah but you were beautiful,['beautiful']
Robin,and then we all ate chocolate cake in my bed,"['ate', 'chocolate', 'cake', 'bed']"
Marshall,actually it was a good evening,"['actually', 'good', 'evening']"
Lily,its true,['true']
Ted,yeah that was good,['good']
Lily,look at that one this is the first picture of us three,"['look', 'one', 'first', 'picture', 'us', 'three']"
Marshall,its true,['true']
Ted,do you remember what happened,"['remember', 'happened']"
Ted,wait we take what poses the two cops friends,"['wait', 'take', 'poses', 'two', 'cops', 'friends']"
Marshall,no why not sitcom of the s with two roommates who never agree,"['sitcom', 'two', 'roommates', 'never', 'agree']"
Lily,hi marshall ready for the film,"['hi', 'marshall', 'ready', 'film']"
Marshall,yeah just one second per cons we are writing history well take our first picture of roommate,"['one', 'second', 'per', 'cons', 'writing', 'history', 'take', 'first', 'picture', 'roommate']"
Ted,and if you came to ask us,"['came', 'ask', 'us']"
Lily,really,['really']
Ted,yeah,[]
Marshall,what are you doing ted and if one breaks,"['ted', 'one', 'breaks']"
Ted,and if you break it,['break']
Marshall,come,['come']
Lily,i had totally forgotten that marshall and i were together for only a few weeks and you invited me in the photo,"['totally', 'forgotten', 'marshall', 'together', 'weeks', 'invited', 'photo']"
Ted,i liked you,['liked']
Lily,we must bring back amanda,"['must', 'bring', 'back', 'amanda']"
Ted,really,['really']
Lily,you believed in me its my turn to believe in you as far as i know this is good,"['believed', 'turn', 'believe', 'far', 'know', 'good']"
Ted,thank you lil,"['thank', 'lil']"
Robin,i think loris age made him very wise,"['think', 'loris', 'age', 'made', 'wise']"
Barney,it is said that it was after  years we know each other really,"['said', 'years', 'know', 'really']"
Lily,come on everybody come here lets make a memory,"['come', 'everybody', 'come', 'lets', 'make', 'memory']"
Ted,marshall try this keep your eyes closed until the last second and when i say open them,"['marshall', 'try', 'keep', 'eyes', 'closed', 'last', 'second', 'say', 'open']"
Robin,its a hole in your jacket,"['hole', 'jacket']"
Barney,what where,[]
Ted,now marshall,['marshall']
Robin,sht,['sht']
Lily,names that bitch,"['names', 'bitch']"
Ted,ann has anna,"['ann', 'anna']"
Lily,no it was my birthday,['birthday']
Marshall,your brain is too predictable associations,"['brain', 'predictable', 'associations']"
Lily,come on everybody come here lets make a memory,"['come', 'everybody', 'come', 'lets', 'make', 'memory']"
Barney,is there anything in the sauce that youve made it tastes like coriander and you know that cilantro makes me,"['anything', 'sauce', 'made', 'tastes', 'coriander', 'know', 'cilantro', 'makes']"
Robin,yes,[]
Barney,i love traveling,"['love', 'traveling']"
Barney,hawaii is fun a buddy of mine lives in seattle its really not bad but the best place i must say the moon,"['hawaii', 'fun', 'buddy', 'mine', 'lives', 'seattle', 'really', 'bad', 'best', 'place', 'must', 'say', 'moon']"
Ted,youre not convinced a girl that you were the first to walk on the moon it was seven years before you were born,"['convinced', 'girl', 'first', 'walk', 'moon', 'seven', 'years', 'born']"
Barney,ted a blonde its easy,"['ted', 'blonde', 'easy']"
Barney,our ship is passed through a hole spatiotemporal or gamma rays or something i started to rejuvenate blah blah blah so you bump into one store yoghurt it must be insane,"['ship', 'passed', 'hole', 'spatiotemporal', 'gamma', 'rays', 'something', 'started', 'rejuvenate', 'blah', 'blah', 'blah', 'bump', 'one', 'store', 'yoghurt', 'must', 'insane']"
Marshall,but i worked at a yogurt shop in high school and indeed it was insane,"['worked', 'yogurt', 'shop', 'high', 'school', 'indeed', 'insane']"
Barney,so after  minutes the eagle has landed we fuse into space houston we have a complainer other double entender related to space,"['minutes', 'eagle', 'landed', 'fuse', 'space', 'houston', 'complainer', 'double', 'entender', 'related', 'space']"
Ted,why are you lying all the time,"['lying', 'time']"
Barney,i do not lie we made love i have pictures,"['lie', 'made', 'love', 'pictures']"
Robin,i hate my job,"['hate', 'job']"
Marshall,what you had not interviewed the mayor,"['interviewed', 'mayor']"
Robin,mayor mcwouaf it teaches the children clean dressed dog finally it is supposed to,"['mayor', 'mcwouaf', 'teaches', 'children', 'clean', 'dressed', 'dog', 'finally', 'supposed']"
Robin,the table there was a table back  were returned,"['table', 'table', 'back', 'returned']"
Robin,yeah i understand,['understand']
Robin,a single interview proper it would be nice for a change,"['single', 'interview', 'proper', 'nice', 'change']"
Ted,okay i look at my calendar see when im available but i want a list of questions in advance and nothing about my private life,"['look', 'calendar', 'see', 'available', 'want', 'list', 'questions', 'advance', 'nothing', 'private', 'life']"
Robin,ted youve nabbed seven peanuts in a row impressive but not enough to be published,"['ted', 'nabbed', 'seven', 'peanuts', 'row', 'impressive', 'enough', 'published']"
Marshall,you have nabbed seven in a row,"['nabbed', 'seven', 'row']"
Ted,seven in a row but i speak not of it i talk about my selection for the construction of a scale model of the empire state building for the greater recovery of the new york skyline in the world,"['seven', 'row', 'speak', 'talk', 'selection', 'construction', 'scale', 'model', 'empire', 'state', 'building', 'greater', 'recovery', 'new', 'york', 'skyline', 'world']"
Robin,thats the thing with which you played the other day,"['thing', 'played', 'day']"
Ted,i was playing it i was working,"['playing', 'working']"
Ted,its you  its me  i saw you in the street  are you annie  yes ,"['saw', 'street', 'annie']"
Ted,how long are you here,['long']
Robin,ten seconds,"['ten', 'seconds']"
Ted,yeah just the end,['end']
Marshall,again,[]
Lily,this is the pizza baby you got the cash,"['pizza', 'baby', 'cash']"
Marshall,you know in fact it was not me who should paybecause i do not really like pizza,"['know', 'fact', 'paybecause', 'really', 'pizza']"
Lily,what,[]
Ted,it was literally across the country a hundred times for a pizza,"['literally', 'across', 'country', 'hundred', 'times', 'pizza']"
Lily,i even caught a pizza in the shower,"['even', 'caught', 'pizza', 'shower']"
Barney,im not saying he loves pizza but the last time he went the doctor said stop eating pizza marshall why doc to you examine  but seriously we laugh because we love you,"['saying', 'loves', 'pizza', 'last', 'time', 'went', 'doctor', 'said', 'stop', 'eating', 'pizza', 'marshall', 'doc', 'examine', 'seriously', 'laugh', 'love']"
Marshall,okay so i have no money on me its because i was assaulted,"['money', 'assaulted']"
Lily,you,[]
Ted,what,[]
Marshall,you can pay arthur i have the slab how is your father anyway,"['pay', 'arthur', 'slab', 'father', 'anyway']"
Marshall,thats good,['good']
Lily,did you get mugged,['mugged']
Barney,who he wore a black hat and beard of the day he said hands up ,"['wore', 'black', 'hat', 'beard', 'day', 'said', 'hands']"
Marshall,yes because i was assaulted in  at the corner of abbott and costello but no i cut through central park back from work,"['assaulted', 'corner', 'abbott', 'costello', 'cut', 'central', 'park', 'back', 'work']"
Marshall,its good its good,"['good', 'good']"
Marshall,it was downright terrifying,"['downright', 'terrifying']"
Barney,it was downright terrifying,"['downright', 'terrifying']"
Marshall,what are you doing,[]
Barney,i repeat i will say that it happened to me to lie on compassion,"['repeat', 'say', 'happened', 'lie', 'compassion']"
Marshall,it will not work if,['work']
Lily,not a bit,['bit']
Marshall,i authorize you to do,['authorize']
Lily,i do not think theres a gun to my marshmallow now i tremble i think i will not sleep all night,"['think', 'theres', 'gun', 'marshmallow', 'tremble', 'think', 'sleep', 'night']"
Robin,oh sweetie i have a trick to help you sleep  glue this under your pillow youll sleep like a fcking baby,"['sweetie', 'trick', 'help', 'sleep', 'glue', 'pillow', 'sleep', 'fcking', 'baby']"
Ted,robin puts it,"['robin', 'puts']"
Robin,its going to hurt someone there is the security,"['going', 'hurt', 'someone', 'security']"
Marshall,okay you know what well all calm down we do not need a gun i just want to forget what happened and continue to live my life,"['know', 'calm', 'need', 'gun', 'want', 'forget', 'happened', 'continue', 'live', 'life']"
Barney,i just want to forget what happened and continue to live my life its great but i think ill add a tear,"['want', 'forget', 'happened', 'continue', 'live', 'life', 'great', 'think', 'ill', 'add', 'tear']"
Marshall,listen baby i know its scary but look at me im fineyou can put this behind us,"['listen', 'baby', 'know', 'scary', 'look', 'fineyou', 'put', 'behind', 'us']"
Barney,its gold but id rather say put me behind you ,"['gold', 'id', 'rather', 'say', 'put', 'behind']"
Lily,baby do not worry for me i mean yes im a little scared but i am new york i will not let me change it,"['baby', 'worry', 'mean', 'little', 'scared', 'new', 'york', 'let', 'change']"
Lily,i changed i like the weapons now charger,"['changed', 'weapons', 'charger']"
Robin,maybe there should be a pause,"['maybe', 'pause']"
Lily,i said shipper,"['said', 'shipper']"
Marshall,you wanna buy a gun,"['buy', 'gun']"
Lily,no one who scares a tiny beretta pink that goes with these cute sandals i just bought in fact our new credit card works,"['one', 'scares', 'tiny', 'beretta', 'pink', 'goes', 'cute', 'sandals', 'bought', 'fact', 'new', 'credit', 'card', 'works']"
Marshall,you do not need a weapon all studies in the world come together to say that a home is safer with no weapon especially ours you know how i ever hurt you unintentionally,"['need', 'weapon', 'studies', 'world', 'come', 'together', 'say', 'home', 'safer', 'weapon', 'especially', 'know', 'ever', 'hurt', 'unintentionally']"
Marshall,pretty easy huh  dispatch baby the party will begin  you had to disguise yourself in sexy chat,"['pretty', 'easy', 'huh', 'dispatch', 'baby', 'party', 'begin', 'disguise', 'sexy', 'chat']"
Lily,i have changed my mind,"['changed', 'mind']"
Marshall,now you want to add a weapon in this equation,"['want', 'add', 'weapon', 'equation']"
Lily,i know youre right but every time i close my eyes i see this guy pointing a gun at you and youre my world marshall if something happened to you one day i would,"['know', 'right', 'every', 'time', 'close', 'eyes', 'see', 'guy', 'pointing', 'gun', 'world', 'marshall', 'something', 'happened', 'one', 'day']"
Marshall,i know i know listen i must confess something this attack did not go exactly as i said,"['know', 'know', 'listen', 'must', 'confess', 'something', 'attack', 'exactly', 'said']"
Barney,so it was indeed a black bonnet jlavais said,"['indeed', 'black', 'bonnet', 'jlavais', 'said']"
Marshall,he wore no black cap it is wearing nothing at all,"['wore', 'black', 'cap', 'wearing', 'nothing']"
Ted,wait so,['wait']
Lily,he assaulted you naked,"['assaulted', 'naked']"
Barney,i do not ask where he kept his weapon,"['ask', 'kept', 'weapon']"
Ted,were sure it was a weapon,"['sure', 'weapon']"
Marshall,no guys i came home from work on foot through central park and i stopped at the zoo,"['guys', 'came', 'home', 'work', 'foot', 'central', 'park', 'stopped', 'zoo']"
Barney,youre telling us,"['telling', 'us']"
Ted,what you got mugged,['mugged']
Marshall,for a monkey i got mugged by a monkey,"['monkey', 'mugged', 'monkey']"
Barney,youve been mugged by a monkey,"['mugged', 'monkey']"
Marshall,yeah i got mugged by a monkey i was embarrassed so i invented another story the important lily you do not need a weapon,"['mugged', 'monkey', 'embarrassed', 'invented', 'another', 'story', 'important', 'lily', 'need', 'weapon']"
Lily,forget the weapon it is on that now,"['forget', 'weapon']"
Ted,the monkeys attack people it really is a jungle out,"['monkeys', 'attack', 'people', 'really', 'jungle']"
Lily,this monkey has our address and if it belonged to a gangi hope he will climb to see us,"['monkey', 'address', 'belonged', 'gangi', 'hope', 'climb', 'see', 'us']"
Barney,why did not you asked the guard to recover your wallet,"['asked', 'guard', 'recover', 'wallet']"
Marshall,because i saw that the monkey did and i wanted more after,"['saw', 'monkey', 'wanted']"
Barney,new information has been discovered on the attack on marshall,"['new', 'information', 'discovered', 'attack', 'marshall']"
Robin,really they caught him,"['really', 'caught']"
Ted,he is behind bars,"['behind', 'bars']"
Robin,so where did they find,['find']
Lily,i think naked in a tree throwing his feces,"['think', 'naked', 'tree', 'throwing', 'feces']"
Robin,ive seen thats why i take the taxi,"['seen', 'take', 'taxi']"
Ted,you know how they caught him huh,"['know', 'caught', 'huh']"
Marshall,they tracked,['tracked']
Ted,they tracked,['tracked']
Robin,whats happening,"['whats', 'happening']"
Marshall,okay thats what happened,['happened']
Barney,no i said this is my story you see the young marshall was at the zoo eating a banana,"['said', 'story', 'see', 'young', 'marshall', 'zoo', 'eating', 'banana']"
Marshall,i ate no banana if you tell it do it well,"['ate', 'banana', 'tell']"
Barney,youre right the banana was on the floor,"['right', 'banana', 'floor']"
Marshall,was not was not banana banana,"['banana', 'banana']"
Barney,marshall im sorry really heres what happened,"['marshall', 'sorry', 'really', 'heres', 'happened']"
Marshall,do not shoot there was no banana,"['shoot', 'banana']"
Robin,come on barney i know that marshall has not been mugged by a monkey,"['come', 'barney', 'know', 'marshall', 'mugged', 'monkey']"
Marshall,this part is right it is not unusual right thailand china costa rica people are attacked by monkeys all the timethey are gatherers because of their dynamic intersocial have a predisposition to flight gives them a genetic advantage,"['part', 'right', 'unusual', 'right', 'thailand', 'china', 'costa', 'rica', 'people', 'attacked', 'monkeys', 'timethey', 'gatherers', 'dynamic', 'intersocial', 'predisposition', 'flight', 'gives', 'genetic', 'advantage']"
Lily,youve been mugged by a monkey,"['mugged', 'monkey']"
Ted,it might be curious you were wearing a yellow hat,"['might', 'curious', 'wearing', 'yellow', 'hat']"
Ted,what him in your program and my model,"['program', 'model']"
Robin,no one wants to see a guy who comes to play with dolls,"['one', 'wants', 'see', 'guy', 'comes', 'play', 'dolls']"
Ted,first it was not what you think secondly you got a guy playing with dolls,"['first', 'think', 'secondly', 'guy', 'playing', 'dolls']"
Robin,so your dolls are favorites of rhinebeck prices next month,"['dolls', 'favorites', 'rhinebeck', 'prices', 'next', 'month']"
Ted,and you invited back for a second interview,"['invited', 'back', 'second', 'interview']"
Robin,because the fbi wanted to be occupied while they searched his home come on marshall i need history it has everything crime monkeys no stupid model of the empire state building which takes me all my living room and smelly glue everywhere go do this for me as a friend,"['fbi', 'wanted', 'occupied', 'searched', 'home', 'come', 'marshall', 'need', 'history', 'everything', 'crime', 'monkeys', 'stupid', 'model', 'empire', 'state', 'building', 'takes', 'living', 'room', 'smelly', 'glue', 'everywhere', 'friend']"
Lily,it would be nice to see you on tv,"['nice', 'see', 'tv']"
Marshall,can you promise me to present it so that i am not ridiculous to myself assaulted by a monkey,"['promise', 'present', 'ridiculous', 'assaulted', 'monkey']"
Lily,youve been mugged by a monkey,"['mugged', 'monkey']"
Barney,ive just been mugged,['mugged']
Barney,thats what i said to the girl at the bar just now,"['said', 'girl', 'bar']"
Barney,it was downright terrifying i would just like to forget what happened and continue to live my life,"['downright', 'terrifying', 'forget', 'happened', 'continue', 'live', 'life']"
Barney,well my name is not neil this is bar,"['name', 'neil', 'bar']"
Barney,well i can do you see i was on the road to the launch pad when i got mugged and the aggressor took my keys from the shuttle successful who wants to do something to ,"['see', 'road', 'launch', 'pad', 'mugged', 'aggressor', 'took', 'keys', 'shuttle', 'successful', 'wants', 'something']"
Barney,and it was the best thing in my life ,"['best', 'thing', 'life']"
Ted,funny you look like you just got two vodka and tonic in the face,"['funny', 'look', 'two', 'vodka', 'tonic', 'face']"
Marshall,youre the lemon in your hair,"['lemon', 'hair']"
Barney,the story is better with my end its okay so we were there zero gravity they wore helmets that astronauts,"['story', 'better', 'end', 'zero', 'gravity', 'wore', 'helmets', 'astronauts']"
Marshall,really cool,"['really', 'cool']"
Robin,who knows someone who has been mugged by a monkey,"['knows', 'someone', 'mugged', 'monkey']"
Marshall,nobody except the good people of thailand china costa rica and many other countries where the crime committed by the monkeys is a common nuisance,"['nobody', 'except', 'good', 'people', 'thailand', 'china', 'costa', 'rica', 'many', 'countries', 'crime', 'committed', 'monkeys', 'common', 'nuisance']"
Robin,the best is that it is possible that the story goes on national tv guys this story of the monkey attacker can make me famous,"['best', 'possible', 'story', 'goes', 'national', 'tv', 'guys', 'story', 'monkey', 'attacker', 'make', 'famous']"
Marshall,me too guys it will not i can not do that,['guys']
Ted,its a little embarrassing so what,"['little', 'embarrassing']"
Marshall,thats not it guys im not assaulted by a monkey,"['guys', 'assaulted', 'monkey']"
Ted,so youve not been mugged by a monkey,"['mugged', 'monkey']"
Marshall,not at all,[]
Barney,so what youre saying is that you got the monkey trapped so you give him your wallet,"['saying', 'monkey', 'trapped', 'give', 'wallet']"
Marshall,no thats not it,[]
Ted,so you got the monkey attacked,"['monkey', 'attacked']"
Marshall,guys there was no monkey he was a man with a gun,"['guys', 'monkey', 'man', 'gun']"
Barney,you sure it was not a monkey on the shoulders of another monkey wearing a trench coat,"['sure', 'monkey', 'shoulders', 'another', 'monkey', 'wearing', 'trench', 'coat']"
Ted,that would be the right size,"['right', 'size']"
Marshall,i just invented this story that lily does not buy a weapon in truth it never happened,"['invented', 'story', 'lily', 'buy', 'weapon', 'truth', 'never', 'happened']"
Barney,i can not believe,['believe']
Marshall,what,[]
Barney,you heard me you got attacked by a monkey you want to go to the issuance of robin because youre afraid of being ridiculous,"['heard', 'attacked', 'monkey', 'want', 'issuance', 'robin', 'afraid', 'ridiculous']"
Marshall,i would not,[]
Barney,if serious this is too funny,"['serious', 'funny']"
Marshall,well this has never happened and i can lie to you because you are my best friends,"['never', 'happened', 'lie', 'best', 'friends']"
Barney,i yes but still,['still']
Marshall,but i can not lie on national tv,"['lie', 'national', 'tv']"
Barney,you know a long time he told the truth,"['know', 'long', 'time', 'told', 'truth']"
Marshall,ted do not do that,['ted']
Ted,i could not say it smells good but i could not say,"['could', 'say', 'smells', 'good', 'could', 'say']"
Barney,i still say that it happened,"['still', 'say', 'happened']"
Ted,maybe but marshall if you have not been attacked by a monkey robin must not speak on his show it would be more credible,"['maybe', 'marshall', 'attacked', 'monkey', 'robin', 'must', 'speak', 'show', 'credible']"
Barney,journalists lie constantly sorry but i believe that jack palance is dead when i see the body,"['journalists', 'lie', 'constantly', 'sorry', 'believe', 'jack', 'palance', 'dead', 'see', 'body']"
Ted,it will perhaps shock you barney but people do not like lying to them,"['perhaps', 'shock', 'barney', 'people', 'lying']"
Barney,false they like to discover that they lied because a lie is just a great story that has mixed with the truth barney stinson example that sarah gave me this,"['false', 'discover', 'lied', 'lie', 'great', 'story', 'mixed', 'truth', 'barney', 'stinson', 'example', 'sarah', 'gave']"
Marshall,you mean what you done to him,"['mean', 'done']"
Barney,no i mean what she did in truth i fear that history has not gone exactly as i said,"['mean', 'truth', 'fear', 'history', 'gone', 'exactly', 'said']"
Barney,passed who wants to do something to   lisa wait,"['passed', 'wants', 'something', 'lisa', 'wait']"
Barney,its you lisa sarah wait listen im neil armstrongsorry i lied,"['lisa', 'sarah', 'wait', 'listen', 'neil', 'armstrongsorry', 'lied']"
Barney, years i was happy very happy thinking that because i put a  year old daughter who has taken too much sun people want to lie marshall they need the lie thats why in my case youve been mugged by a monkey as far as im done with this plan  i am the best in the world,"['years', 'happy', 'happy', 'thinking', 'put', 'year', 'old', 'daughter', 'taken', 'much', 'sun', 'people', 'want', 'lie', 'marshall', 'need', 'lie', 'case', 'mugged', 'monkey', 'far', 'done', 'plan', 'best', 'world']"
Barney,you know it,['know']
Lily,well done i have too much sleep last night can you imagine that i almost buy a gun im glad you assaulted by a monkey,"['done', 'much', 'sleep', 'last', 'night', 'imagine', 'almost', 'buy', 'gun', 'glad', 'assaulted', 'monkey']"
Marshall,you got me i was just nervous i got mugged by a monkey,"['nervous', 'mugged', 'monkey']"
Barney,yeah i knew it,['knew']
Ted,now i think youre not really mugged by a monkey,"['think', 'really', 'mugged', 'monkey']"
Barney,come on ted why he would invent something like that,"['come', 'ted', 'invent', 'something']"
Marshall,come on ted,"['come', 'ted']"
Ted,come here seriously whats your flavor its intoxicating,"['come', 'seriously', 'whats', 'flavor', 'intoxicating']"
Robin,do not be nervous we will sit down its that thing whore,"['nervous', 'sit', 'thing', 'whore']"
Ted,i know looks like something covered by a sheet if you want to discover you will have to do a story on it,"['know', 'looks', 'something', 'covered', 'sheet', 'want', 'discover', 'story']"
Robin,its you who will be covered by the sheet if you leave your model not stupid,"['covered', 'sheet', 'leave', 'model', 'stupid']"
Barney,dude what do you do,['dude']
Ted,i do not think marshall will lie on tv and when it gives up i wanna be there for robin with a story or rather  stories because it is the height of a building in new york,"['think', 'marshall', 'lie', 'tv', 'gives', 'robin', 'story', 'rather', 'stories', 'height', 'building', 'new', 'york']"
Barney,now i want a weapon,"['want', 'weapon']"
Marshall,the monkey is there,['monkey']
Robin,surprise we thought it would help to bring you to confront your abuser,"['surprise', 'thought', 'help', 'bring', 'confront', 'abuser']"
Lily,i bet he will love it,"['bet', 'love']"
Marshall,the name of his companion is milly,"['name', 'companion', 'milly']"
Robin,in your own words describe what happened,"['words', 'describe', 'happened']"
Marshall,well id love to tell you what happened robin but i really want to know whats under that sheet,"['id', 'love', 'tell', 'happened', 'robin', 'really', 'want', 'know', 'whats', 'sheet']"
Robin,we talk about that we speak your aggression,"['talk', 'speak', 'aggression']"
Marshall,people are attacked every day in new york robin do we often see whats under that sheet you can shoot it,"['people', 'attacked', 'every', 'day', 'new', 'york', 'robin', 'often', 'see', 'whats', 'sheet', 'shoot']"
Robin,we come back,"['come', 'back']"
Robin,what are you doing,[]
